,x,y,label
25432,3.5238228,-2.704564,Male
15608,-2.8950748,2.6668727,Male
25917,-1.6188793,-4.7235003,Female
13248,8.662527,-0.2119121,Female
9001,0.98291844,6.383479,Female
25374,0.3924752,-3.185747,Male
4979,1.7650385,1.052754,Male
4888,3.9069583,1.738776,Male
1473,-4.166728,-5.5121827,Male
17896,2.1659684,-2.5268474,Male
21992,3.0584877,3.6853845,Male
14123,-7.944862,-1.7656338,Male
19442,3.4176733,10.299177,Female
8215,-0.5841631,4.3788085,Female
18200,-3.8341541,4.568483,Female
1095,10.574746,3.2415714,Male
14738,-6.55763,10.356536,Male
13882,2.5693567,-2.7194452,Male
25560,3.055148,-3.0608966,Male
5876,-5.40304,5.7658772,Male
18250,5.7461543,6.722257,Female
27555,2.005317,1.9578167,Female
1160,-7.592515,5.159517,Male
15815,-0.19752353,2.7861605,Male
15445,-5.424909,9.961108,Male
20432,-3.3908784,4.5368557,Female
18563,6.6225896,2.3740306,Female
5302,4.3931675,3.2367213,Male
2768,2.0457532,7.4075212,Male
13359,7.0843873,-1.2397298,Female
1573,-7.5552087,-4.8131533,Male
14887,-5.688327,-8.5371895,Male
3951,-2.514453,7.46277,Female
19165,2.3304315,7.4684796,Female
25038,0.12874003,0.08705842,Male
3367,-4.771935,2.3410668,Female
27711,-7.0507774,5.169227,Female
26300,-7.9307017,5.627517,Female
13435,5.5923467,-2.8763223,Female
17713,-6.573442,-0.29575384,Male
26671,-1.010557,3.8351386,Female
11542,3.5643852,-4.0343385,Male
17007,2.5759661,-1.977985,Male
8009,-5.093718,7.0461283,Female
9531,8.196489,4.2385163,Male
28642,5.3528934,3.6183438,Female
18808,-1.9178814,-0.59244275,Female
12510,8.397135,1.8912742,Female
11986,5.855461,-2.3125958,Male
17885,4.073431,3.67586,Male
4995,-8.615943,6.7058673,Male
9781,-1.7447788,-4.80883,Male
11750,-7.7900796,-4.330051,Male
18972,-7.290476,4.931014,Female
17165,-9.40576,1.2900885,Male
8708,-4.0604835,6.5922923,Female
19947,-7.864136,5.509325,Female
1100,-11.552958,2.510373,Male
21831,9.24091,1.345462,Male
3235,-0.17446207,1.0463213,Female
21353,2.9551418,1.4857601,Male
20944,-1.86059,0.87293535,Female
4722,2.4396226,5.5125933,Male
18417,6.5585613,4.737229,Female
20548,-2.8162034,4.2297635,Female
5266,-5.041731,5.722849,Male
15326,-2.8893862,5.4928274,Male
7032,-9.872511,-2.460003,Female
20681,-0.6255987,6.361015,Female
329,-10.788162,-0.6670092,Male
19746,7.96902,3.1227653,Female
17856,-8.080643,4.0783653,Male
23189,-5.42959,2.5500634,Female
4522,9.614986,2.4563773,Female
26340,1.4058762,2.2893934,Female
849,-8.457894,0.9581713,Male
24801,3.6232538,-0.68842727,Male
19984,-7.817419,2.2558959,Female
5607,3.8085666,5.6022363,Male
27297,-4.66651,0.3099256,Female
3148,-1.198237,11.57779,Female
1284,-8.200182,1.0755278,Male
11616,3.8067248,-3.1295216,Male
8606,-0.65062153,7.257718,Female
16537,-0.5375611,-8.353036,Male
28449,-8.166834,2.0752714,Female
209,10.77744,2.9932182,Male
12714,9.63672,0.25481033,Female
3271,4.333048,4.5701437,Female
4717,-2.485946,-9.741316,Male
10286,-4.0115914,8.022658,Male
1004,-5.08332,-1.3713986,Male
24465,10.003463,4.5472116,Male
26519,3.2921987,-1.3978212,Female
10532,-6.4627137,5.817787,Male
15247,-1.0426855,-6.2715335,Male
26106,-2.1391017,0.8178506,Female
11471,6.9463167,-1.4365785,Male
11525,2.1932447,-1.7954271,Male
23575,-3.239981,2.1177676,Female
6212,-8.180995,-4.5954,Female
3542,-1.7851307,6.725038,Female
18280,4.631368,3.0883763,Female
253,0.37777278,-7.118656,Male
28666,-8.484499,-2.443665,Female
9340,8.643735,-3.1365724,Male
21183,-2.5311384,-1.6050025,Female
6403,-3.5095809,5.401955,Female
28105,-3.9150507,5.307939,Female
7632,-1.0968983,-4.6815615,Female
1728,-4.361629,1.3627857,Male
26925,3.2444415,1.952522,Female
14677,-9.349029,7.8476086,Male
11441,6.6886363,-2.4915907,Male
28301,-1.7764107,2.0008764,Female
14593,-4.861916,1.1319349,Male
1971,-4.083893,8.22846,Male
25117,1.407399,-2.479388,Male
21250,1.6975877,5.2320375,Male
16080,3.1344714,0.71231776,Male
13055,9.884709,3.2830346,Female
18597,-5.2340484,8.563541,Female
694,-9.618917,-1.8012213,Male
12047,2.3403728,-1.535762,Male
17973,9.870448,4.588683,Male
28167,5.943487,4.8554516,Female
2284,-4.2656026,1.9006723,Male
3094,-2.4256492,8.526788,Female
1677,-2.794095,-7.8361053,Male
2114,-0.6249778,-6.611498,Male
27144,-8.219966,2.9842706,Female
26761,1.7975768,5.145808,Female
20248,6.1908236,3.2963324,Female
23534,1.204728,1.1718719,Female
11292,1.1975532,-1.6372175,Male
5041,2.424288,0.9238187,Male
3563,-7.784797,8.861726,Female
19125,-0.059225652,4.2739677,Female
9954,-5.515091,8.694433,Male
27420,8.981538,4.357776,Female
6312,-6.0413775,-5.2280507,Female
12103,-0.6245862,-4.8831196,Male
12004,3.6352031,-2.3459027,Male
17040,0.7723574,-4.310965,Male
10383,-7.372944,0.6635378,Male
6684,-8.70195,-3.2864697,Female
25650,4.0795193,-2.375659,Male
8186,-1.9803619,7.063451,Female
23753,-2.3040543,-5.742668,Female
18466,-2.3922262,3.020226,Female
11631,-7.324165,-1.4310287,Male
25406,2.2687151,0.35029966,Male
2484,0.37227687,-0.5246818,Male
13034,4.6205463,-2.7734532,Female
25192,-1.3090938,-3.4288473,Male
19369,0.21049514,1.2675728,Female
7205,-0.42348412,0.30735767,Female
5967,4.9790034,8.359412,Male
24729,-2.657379,1.141979,Male
17336,-5.537728,-2.0863993,Male
22153,-2.4266336,-7.5986533,Male
25481,-4.0807242,5.1548653,Male
3409,-2.5034246,3.0928133,Female
9910,2.6557443,0.10290651,Male
26907,0.9275425,-2.5888848,Female
7192,-7.6228247,-5.354389,Female
27377,-8.59905,3.6456954,Female
1159,-9.521084,-0.5180123,Male
22796,-3.8019063,0.7158316,Female
24459,1.1625268,-4.450566,Male
14674,-3.999769,-1.4129403,Male
9024,0.4585761,6.6575847,Female
15185,-4.7578115,9.8654175,Male
19703,-8.009423,4.8886786,Female
7953,-0.5863523,7.687885,Female
26102,-0.60428995,4.334816,Female
8118,-6.0595107,7.2412014,Female
14120,-4.973814,-0.35239586,Male
24387,4.8138723,-2.2965114,Male
18954,-9.310559,3.2525735,Female
17530,1.0670925,-1.07967,Male
13948,-5.712061,-3.169624,Male
12076,-6.4988246,5.570361,Male
11179,3.9309597,-3.9708393,Male
21266,-1.8853112,3.7280886,Male
5914,3.1034973,3.8548706,Male
16840,9.885773,3.9164288,Male
24655,2.5773437,-4.0493717,Male
5397,-2.7689457,4.373818,Male
21307,5.5195165,4.5858855,Male
19997,8.235639,5.213657,Female
16480,-3.235603,-3.2805479,Male
3130,-2.4892318,6.3727746,Female
8015,-3.9895058,7.516208,Female
6780,-1.6113267,-3.8008778,Female
12123,3.4463556,-4.00583,Male
6618,-2.8167915,-10.516292,Female
2627,-1.0701245,3.4673326,Male
10559,-5.101772,-7.7531047,Male
2239,-1.4087673,0.20088069,Male
544,-9.855913,-3.88845,Male
9399,-5.154197,4.0371118,Male
11219,1.1661556,-6.375896,Male
13939,-1.5882616,-8.659675,Male
2389,-3.5528572,7.094634,Male
4261,2.1302073,2.2157462,Female
24334,2.4209862,0.6490123,Male
15903,3.7641785,7.132089,Male
23158,-4.15531,-8.377136,Female
10583,-1.7141155,-10.097447,Male
13579,7.1383953,-0.5457643,Female
19035,-0.42129484,3.627627,Female
1054,-4.909811,-8.595755,Male
28583,-7.7502527,2.408332,Female
5591,7.1094584,2.978966,Male
24640,-3.8224528,-3.9050825,Male
18477,1.006397,-9.20492,Female
28594,-2.3705416,5.4036455,Female
4268,-2.3185039,0.8496639,Female
18602,7.133574,6.224071,Female
19802,-7.052586,5.8231387,Female
27649,-1.6098922,5.640357,Female
21756,6.067183,3.4977198,Male
24080,-6.055635,1.6171952,Female
28284,0.16667153,2.6784363,Female
4535,-0.809999,-0.3723391,Female
10546,-0.87397873,-7.086765,Male
26551,-1.0199798,8.051077,Female
12674,-5.413395,-3.425481,Female
2397,-3.0477357,-7.335574,Male
4184,-2.6928153,10.475018,Female
2576,-2.2538047,11.557864,Male
2373,0.42260256,3.1925204,Male
23036,-2.6344607,2.2201793,Female
23586,-8.699961,2.002551,Female
23795,-3.5842314,-8.058071,Female
24003,-8.216746,2.7289217,Female
28485,-3.747289,3.5744293,Female
14104,-7.473728,8.584807,Male
11236,6.610442,1.8127483,Male
2515,-2.51154,-3.7673526,Male
4262,11.582793,2.7062676,Female
21914,1.9043839,3.875021,Male
24902,4.695781,-2.7807539,Male
16799,3.6142366,-0.7595769,Male
15150,5.9994993,-2.189606,Male
5778,-4.65294,-8.768251,Male
28524,-4.1915135,-7.1042414,Female
3695,2.4196076,5.5764036,Female
17094,0.605612,-3.0697079,Male
23532,-1.9638375,1.3107287,Female
28033,-7.995282,-1.7407333,Female
11720,4.2167916,-0.3053026,Male
4503,-1.5400269,9.575052,Female
5873,1.7408504,2.6053545,Male
25585,-7.169271,-1.2028079,Male
25080,-1.1817966,4.7353954,Male
27393,-8.805471,1.9025383,Female
1495,8.981904,4.8341236,Male
26097,0.22731139,3.813238,Female
13960,-2.4678686,-8.625302,Male
4091,-0.5242518,3.722176,Female
23293,-4.185042,-6.870216,Female
2888,-3.8506043,-0.0555113,Male
18451,5.801272,4.545854,Female
4928,4.6688385,3.2378433,Male
17907,2.206288,-1.0907766,Male
17182,2.4764254,-2.3184237,Male
5206,4.5351725,5.493632,Male
26124,-3.3283284,-10.732822,Female
17790,7.201385,1.74879,Male
3319,-7.0842743,5.1313705,Female
3574,0.5483242,6.6647387,Female
916,-9.278576,2.9112697,Male
16911,0.45065248,-5.1938066,Male
22097,4.2804136,0.8022246,Male
11136,5.0754895,-2.9505222,Male
9697,-6.7292695,2.0382934,Male
27354,-3.861159,3.2293193,Female
6264,-8.645338,-3.9150875,Female
24872,2.3210297,-1.3206297,Male
12419,4.7707396,-1.4840604,Female
4019,-3.1476588,11.374013,Female
15456,-0.96361756,2.0803967,Male
17158,9.933286,4.6576343,Male
19666,0.32530072,1.6857909,Female
18015,6.0509787,3.1347237,Male
23082,-0.8583171,5.5410485,Female
6429,-7.965852,-4.760702,Female
24554,4.14348,-3.3097987,Male
21610,3.5705478,1.8076619,Male
2750,-2.7637837,-9.213576,Male
23063,-2.4212942,-10.492689,Female
24677,-7.6123676,-2.5577538,Male
23394,-1.9814496,-10.083801,Female
16450,-5.905106,-1.9981729,Male
26739,3.3222551,8.0308,Female
19919,9.45377,3.9674594,Female
598,-6.1774573,-4.5779696,Male
4001,-2.4074204,-11.502043,Female
10097,-4.0192404,7.6350317,Male
18511,-5.144689,1.564818,Female
27881,-5.795056,2.5604002,Female
26393,3.3081107,4.545521,Female
5672,0.9807532,-1.3037221,Male
6217,-9.041382,-3.4560654,Female
25409,-1.3917336,-2.8691058,Male
17248,3.501224,-1.4699087,Male
18727,-1.273356,-11.05493,Female
15471,-2.238163,-4.301568,Male
5080,-6.107803,3.7668061,Male
15390,-5.13158,10.484726,Male
20773,0.20787667,6.5179257,Female
20763,-2.5433033,5.156526,Female
20822,4.0114,2.940679,Female
11036,-9.052617,-0.40090218,Male
11936,3.2888405,-1.985755,Male
1446,-10.563663,1.3364649,Male
22061,0.05229492,2.061335,Male
20821,9.524716,3.3400803,Female
9611,-3.704818,11.770709,Male
15856,1.2791197,7.354435,Male
12128,6.849098,-2.6588697,Female
27961,-3.2912924,1.6700085,Female
14379,-0.9378248,-4.4236007,Male
7309,0.9633948,-3.8375432,Female
7034,-6.4199057,-4.212084,Female
28603,-1.7065077,4.043974,Female
2837,-11.004699,-3.7645335,Male
20203,-6.4451876,1.6773795,Female
3218,0.7140134,3.5822933,Female
11324,1.5634052,-0.16693872,Male
18166,1.6972371,-3.1918252,Male
28674,3.7647264,-2.3822439,Female
22217,4.675354,2.4755466,Male
28453,-5.9607472,5.014476,Female
4695,6.8669515,0.97563404,Male
5241,-8.050133,3.7589889,Male
11545,3.283511,-0.8048054,Male
28366,-6.0529118,5.2286363,Female
9950,-1.6300561,10.629783,Male
7338,7.901202,-1.0852166,Female
24618,4.1397753,-3.6046798,Male
24929,-5.9172096,7.080307,Male
6806,-6.0631065,-4.4325924,Female
28083,-0.58879364,7.724177,Female
26084,-2.5652936,-11.352479,Female
4482,-2.9254026,-1.4104973,Female
10415,-7.165799,4.751173,Male
21662,2.96222,2.8151052,Male
23060,5.4668126,1.8640187,Female
25987,3.83502,4.537915,Female
4483,9.463228,1.3451924,Female
22123,4.4166374,5.9812593,Male
15225,-5.4043183,-6.6862493,Male
9180,-4.4316683,2.357462,Male
24481,1.5942863,-2.7606738,Male
20041,2.3683605,3.4417477,Female
10524,-3.0839794,9.570602,Male
25949,1.4272346,4.6275716,Female
7234,-6.5405364,-5.3565392,Female
18370,2.88095,6.763105,Female
4608,6.7190905,4.755243,Male
16884,0.5521068,-2.4832015,Male
25679,-0.18853259,-2.2938306,Male
22494,-6.0917206,6.682313,Male
17430,-0.9245703,-5.020458,Male
9193,-6.5109067,-5.710403,Male
23899,-0.27633294,4.3803086,Female
20440,-5.3107243,3.115623,Female
15120,-5.4226465,-6.538897,Male
12878,5.8823624,-2.2620127,Female
19720,-2.5810163,6.539935,Female
25769,-1.7490286,-2.4507902,Male
1074,-2.0421085,-9.4714,Male
21449,-2.0142212,7.926932,Male
13817,-7.233945,-2.0156174,Male
20082,10.224947,2.6502986,Female
777,-9.151341,3.3906815,Male
18373,6.8719683,3.3565347,Female
20959,-2.9387307,3.2989988,Female
9386,-1.4064893,-4.0115905,Male
9553,-2.8222063,8.154703,Male
20775,-3.4452307,0.860546,Female
21879,5.0493298,4.845629,Male
19055,-9.198368,5.092738,Female
12598,7.7494345,-0.9895646,Female
6083,-3.0502915,-4.1232624,Female
22807,-2.2297368,-3.8249946,Female
11446,3.947425,-3.8954768,Male
24408,7.2764254,0.9146992,Male
13113,1.9221379,-3.2943244,Female
5890,-5.561403,2.6539545,Male
9379,-5.024225,4.175546,Male
18757,5.5084767,0.2218021,Female
9187,-5.3143787,3.2773304,Male
10474,-0.44439256,1.8803486,Male
9156,-6.731783,-2.5356314,Male
6005,4.740479,4.020264,Male
565,-9.775349,-0.54158103,Male
5899,6.776889,3.4926214,Male
22112,0.12174679,4.3932242,Male
13873,-5.3611794,-0.067401834,Male
840,-5.74977,-8.410379,Male
3888,-5.401884,8.745781,Female
9834,9.134212,0.7337733,Male
7641,0.8031698,3.9812539,Female
23120,4.738069,6.3445964,Female
2666,-0.34822577,1.4814942,Male
18789,2.5275984,3.0124505,Female
26796,1.5983759,3.116745,Female
12334,8.573695,2.7862213,Female
9341,-6.496426,-3.9441712,Male
26311,-2.3411796,-0.2185929,Female
4092,2.0545497,3.073362,Female
16158,-3.8800745,-2.1801589,Male
12671,3.873319,-4.413977,Female
765,8.810483,2.3512895,Male
26277,1.1662391,2.8412223,Female
11343,6.015185,-4.2770567,Male
19653,-4.0083456,-10.45347,Female
26944,1.5888826,4.7082796,Female
22135,5.023455,5.978639,Male
26383,-2.5370636,-8.806627,Female
4865,0.62914824,8.393998,Male
22122,2.3172176,2.819593,Male
2620,-0.11798755,-1.9049104,Male
21630,1.9285473,4.190244,Male
6709,-8.080368,-3.7383997,Female
3026,-1.3260093,0.4019375,Male
17288,-3.4776492,3.6991763,Male
4102,-4.0310926,2.84417,Female
17682,6.798681,2.2560432,Male
21770,2.5233295,3.972488,Male
15831,-2.4273112,11.926012,Male
2022,-5.807558,3.3607736,Male
24598,9.285229,0.6800512,Male
18232,-3.336704,-8.059011,Female
9385,-6.478543,0.5148011,Male
2685,0.1546911,-0.1062476,Male
25369,7.6418843,-2.2365508,Male
71,-2.2028785,-10.108688,Male
1025,-6.1996303,-3.0792542,Male
14714,-4.7204146,-4.282077,Male
12751,7.390488,-1.435631,Female
13908,-3.6073227,-0.9336757,Male
1189,7.1980705,3.2729397,Male
23163,-2.5344696,-9.798891,Female
11690,2.7633905,-3.5813327,Male
3499,-4.517249,9.175054,Female
17051,7.7325315,1.7176231,Male
12791,7.1424174,-3.5690708,Female
2709,-0.4424446,2.4403522,Male
16464,-8.802609,4.930619,Male
4242,-1.7057488,6.8129435,Female
1359,-8.707116,-3.6416667,Male
12931,-9.801152,-2.9796338,Female
9840,-3.4107997,-10.2484865,Male
14106,0.5969377,-3.3733597,Male
17263,-1.2675328,-3.0673006,Male
1578,-2.5693762,-10.554021,Male
25327,0.64352876,-3.0632186,Male
1509,-8.853502,-1.7174505,Male
25102,0.8716324,4.483474,Male
19381,-3.2051344,5.2252917,Female
12780,8.348374,-0.19329621,Female
4112,-1.116149,11.569842,Female
21960,10.651097,2.751718,Male
13942,-7.4013286,5.9229083,Male
1845,-3.578285,-7.0491414,Male
12243,6.175192,4.0412807,Female
12399,10.984015,2.8728776,Female
7838,-2.4717064,3.8146846,Female
6963,-3.009041,-8.437446,Female
13769,-8.755622,3.0389502,Male
15700,-1.4955181,4.368412,Male
12002,4.452393,7.2905297,Male
4332,0.20561773,1.2934288,Female
24084,11.334699,2.8437903,Female
11678,5.32191,-2.730111,Male
19192,1.3792932,4.8888044,Female
3614,-3.7242649,10.076532,Female
2108,0.2748312,-0.4762101,Male
14409,-6.061413,-3.2602906,Male
27952,-7.1905913,1.8732593,Female
10778,5.459962,-2.4830782,Male
7773,-3.6529396,4.16357,Female
19007,-0.45501515,1.1584158,Female
23746,-1.8464041,3.1220067,Female
12888,7.7533245,-1.2323012,Female
5323,0.5027599,1.0864948,Male
17096,-5.233895,-2.4171968,Male
11351,2.72908,-4.9513907,Male
4183,-1.2130666,2.1395366,Female
19114,-1.4039975,-6.851989,Female
26730,0.55022955,3.6344292,Female
27055,7.1246595,-3.5815315,Female
21596,-1.2346038,-7.585764,Male
636,-4.1796975,0.46993807,Male
8983,-0.8608889,7.9209666,Female
27213,-1.663652,-1.8457097,Female
4512,-5.207731,9.172076,Female
1193,-6.8106914,-0.102074906,Male
45,-9.518188,-0.5059503,Male
25449,1.4017158,1.4928418,Male
17360,9.181606,1.7744151,Male
22425,-2.959199,7.6934533,Male
13866,-5.381485,-0.32034028,Male
6786,-2.411084,-9.604574,Female
2963,1.4800564,1.3286599,Male
9776,-2.0669951,-5.1369147,Male
23826,-3.9365022,3.6401134,Female
4515,3.4253595,0.09595861,Female
9581,-3.1977413,9.068698,Male
14267,-3.109987,-4.161988,Male
26457,-1.9568825,-0.35704374,Female
1975,-5.877017,1.0254326,Male
23305,9.466788e-05,3.798551,Female
21382,-0.3527898,5.521777,Male
12603,7.122961,1.3447685,Female
18066,-6.8182416,0.17705806,Male
11906,5.8100314,-3.6027777,Male
6889,-6.720044,-2.7143426,Female
23492,0.8212816,2.6109564,Female
25879,-3.2070854,-4.9046283,Female
18389,-2.9194727,-10.320257,Female
24468,0.98917776,-1.8616993,Male
22132,8.671088,4.546701,Male
14912,-5.3307233,6.906266,Male
19516,-3.023843,-11.449607,Female
432,0.30866215,-5.770371,Male
5167,0.80308455,1.6574447,Male
27200,-5.7028484,0.8583237,Female
1832,-0.80491394,-6.975704,Male
15930,-1.3378303,2.8728225,Male
24348,-6.6475067,-3.8494961,Male
21098,6.6777387,3.983646,Female
10264,-1.7910151,6.2764587,Male
37,-7.8658547,0.79584515,Male
14574,-9.4192,4.3808136,Male
23350,8.74459,5.4413757,Female
25509,1.9525068,-2.3613124,Male
19069,-4.7793503,-1.104497,Female
4593,-2.5946264,3.9437575,Male
713,-8.623786,-2.2518854,Male
559,-2.8329203,-1.6254265,Male
13254,7.4867764,-0.5268591,Female
21365,0.5927293,-7.481443,Male
2335,-3.802317,10.489786,Male
13091,8.589646,-1.1432428,Female
4537,-6.92573,11.266841,Female
12612,4.2901683,-4.260578,Female
23740,0.70807225,5.8637433,Female
6131,-7.9608417,2.1088948,Female
7002,-7.5640645,-4.0686073,Female
13092,-0.58137566,-6.8062205,Female
22787,0.99560106,4.48719,Female
10437,-4.2141333,0.4822897,Male
26742,1.9933323,8.655868,Female
7432,1.4200355,-8.00248,Female
13017,6.4409113,-1.7793913,Female
13879,-9.075122,1.5886321,Male
3747,0.89082783,8.613658,Female
11600,0.75455093,9.134146,Male
1597,-2.9636805,-8.611185,Male
22611,-7.70987,5.1962776,Male
27278,0.09414881,3.6326203,Female
14641,-4.9163494,1.7275825,Male
18551,5.2984443,3.0535617,Female
14080,-0.6629289,-7.991837,Male
9372,-8.615536,8.903959,Male
28184,0.8360009,1.9873443,Female
17472,-9.130515,-1.836014,Male
4302,-3.1325128,2.8344872,Female
3006,2.6295319,4.613863,Male
23475,-3.9366226,4.0458927,Female
13285,2.4994864,-2.9992664,Female
27515,-4.177714,3.3891444,Female
27990,-6.6985345,5.218255,Female
17009,-5.6872425,-1.2828573,Male
7523,-7.2286587,-5.158413,Female
5830,10.655038,3.2451494,Male
27401,-3.3918407,-0.002115053,Female
20390,-4.76488,-4.4664044,Female
18125,2.9993892,6.0224032,Male
1559,-10.156865,-1.3488253,Male
13313,8.053841,-0.1359867,Female
13528,7.8804803,-1.6866097,Female
16310,-1.7215087,-9.400649,Male
19160,-3.962851,4.3307047,Female
22108,-2.808064,7.252784,Male
2107,0.26080543,1.8892239,Male
27802,-7.6812096,1.9123755,Female
25916,-0.3941791,2.7953508,Female
11878,6.04996,-2.9337695,Male
28439,-5.0875907,-6.8008657,Female
10447,-2.1652727,3.155615,Male
12561,5.2483797,-0.43895096,Female
15863,-1.748564,2.4521098,Male
21256,3.769277,9.634473,Male
13936,-2.7212684,-2.7303314,Male
7939,-1.5019146,-11.042093,Female
16105,-1.0847412,-7.8152394,Male
18726,-1.372004,7.708744,Female
13532,7.3725863,-1.9522495,Female
8027,-2.8832886,7.4463468,Female
19667,-2.4289782,1.0326289,Female
21203,-1.6745596,1.7904925,Female
17290,-3.7066143,-3.5215757,Male
9228,-4.674692,-5.9459424,Male
11885,-1.7902348,-2.760549,Male
760,-8.768931,0.4389407,Male
986,-9.150305,-2.1950693,Male
12614,5.226393,-2.3957367,Female
22892,-3.8173141,-7.515184,Female
324,-1.8294445,-9.867318,Male
18871,3.1470623,6.125981,Female
25201,0.40811282,-2.696032,Male
10245,-1.1865962,-10.862441,Male
16679,10.050246,3.1988566,Male
11735,-3.1948667,6.484298,Male
13030,9.923093,1.7690321,Female
1785,-3.126059,1.3218508,Male
4382,-0.11711352,1.9239764,Female
23044,-4.3135524,-7.69648,Female
9476,-6.5841975,3.3347278,Male
22022,1.7402377,4.31695,Male
12646,7.269921,-1.5728754,Female
15321,-0.24759701,-5.6958737,Male
15698,-3.3349473,6.72895,Male
13425,7.4783335,-0.49453327,Female
18979,-3.7573946,-0.26072097,Female
15012,-1.7485722,-2.2707198,Male
15234,-6.655179,7.4066653,Male
17254,9.820857,2.7739959,Male
7407,-8.363642,-4.1507497,Female
12544,-4.8275204,0.43116686,Female
18101,-4.319867,-0.11614383,Male
7313,-5.993579,-0.24961239,Female
2648,-6.525007,4.72338,Male
2586,-3.3869736,11.107004,Male
14328,8.387582,1.4499998,Male
11009,6.2075663,0.35194013,Male
3182,-5.7990556,10.027774,Female
11672,3.5792036,-1.8532705,Male
4803,4.959584,2.6121223,Male
4218,-3.8737833,9.998961,Female
5692,-2.5016668,-0.32223353,Male
27658,-6.844661,5.799989,Female
12779,6.3471513,-1.6181029,Female
9371,-3.4959147,11.605577,Male
13591,4.0505624,-2.396116,Female
7378,-7.6852818,-4.3639445,Female
1754,-3.827744,-5.778242,Male
26051,-0.44289967,1.003062,Female
10538,-3.512435,10.421617,Male
5372,-2.0201077,2.041412,Male
23201,-2.8277373,-8.168976,Female
15545,4.6009016,6.307952,Male
21242,-9.346458,4.161292,Male
1613,-4.4724784,-7.7201557,Male
5829,-10.6894045,2.1558876,Male
25788,-4.32643,2.9057393,Female
26674,-4.1656637,-9.732613,Female
19377,6.3046494,3.527821,Female
2015,-2.31992,-8.375142,Male
20239,-1.889471,-3.647046,Female
27482,-0.3037038,-0.67859817,Female
23971,-10.333657,4.072183,Female
5756,-0.7620448,1.6092807,Male
603,-8.189326,1.0165634,Male
5329,1.7266036,2.330602,Male
23739,-6.127501,4.0491447,Female
865,-7.974202,0.7074889,Male
27056,1.5265177,-1.4169561,Female
16627,-2.6803446,-8.568729,Male
20210,-6.505004,7.504598,Female
18849,6.628559,5.1433434,Female
24031,-4.3401756,1.8280115,Female
16865,2.804896,-3.2286274,Male
27597,-6.686594,3.0082114,Female
11220,5.4270797,-3.9369092,Male
4830,4.214583,3.9002352,Male
20368,4.6280975,4.5393744,Female
5344,3.6404588,4.375318,Male
26518,-1.9986951,5.8360357,Female
15316,-3.6725278,2.4811344,Male
23392,-0.443645,6.005904,Female
12797,-0.6633987,-5.822852,Female
17157,1.6326842,-2.8824992,Male
15455,-6.4341207,8.942646,Male
22919,-2.3130872,-10.413659,Female
3873,0.18251728,2.7461824,Female
179,-9.437366,-2.2376282,Male
19993,-4.466207,1.3685807,Female
7436,-6.55801,-4.953267,Female
19737,-0.60870695,7.2615695,Female
5958,5.882188,4.7676287,Male
14110,-9.279992,-0.38805544,Male
1800,-1.349692,10.441158,Male
22203,3.3677948,5.597161,Male
14648,-7.0850983,6.1862974,Male
15082,-6.3125453,-0.1778101,Male
6038,5.443691,3.6405604,Male
8221,-4.1101956,1.4637486,Female
27734,-3.994862,0.22862634,Female
13895,0.26769575,-2.798153,Male
2801,-3.5604975,6.7651844,Male
19670,-2.760866,-10.0679,Female
2922,-1.4349505,-3.5591013,Male
25526,-8.626655,2.7731154,Male
12856,5.1780643,-4.325692,Female
24397,5.230248,-3.6435246,Male
1245,-1.0943918,-2.404102,Male
25230,-7.1006746,-2.8543992,Male
4053,-6.6751933,8.957526,Female
5931,6.5785847,3.6694956,Male
3239,1.2385569,6.496624,Female
108,-8.35929,-2.4776392,Male
25993,-1.2313967,3.5029294,Female
16150,-3.7039466,10.224311,Male
20807,8.664172,-0.6889334,Female
14728,-11.719554,-0.39036617,Male
18158,0.51071286,-3.1716323,Male
19910,-8.533411,3.2077174,Female
11319,2.8883183,-5.635027,Male
27627,-2.384297,-0.8275614,Female
3534,-2.8860514,7.099901,Female
4394,-2.609267,7.453896,Female
11330,2.9263434,-1.7014561,Male
14966,2.1655395,-0.8557571,Male
28726,-1.458815,-0.31252313,Female
17565,5.6810083,6.36121,Male
3567,0.56773496,5.6679335,Female
18669,1.6022458,2.2899609,Female
7433,-7.5968184,0.84818757,Female
22043,5.443586,6.461747,Male
20800,9.453015,3.4684427,Female
11317,-5.0761046,4.8935175,Male
5494,-6.483322,-4.4054914,Male
27124,-2.8408332,-2.3135993,Female
17357,-8.130061,0.42737496,Male
4299,0.5298426,-7.619838,Female
18878,0.90123403,4.784788,Female
5872,2.7494984,7.0916805,Male
4838,4.314767,4.713707,Male
7598,-6.863733,7.473828,Female
1789,-2.1110513,-0.7080701,Male
28197,-8.126402,1.848248,Female
13739,-6.1239343,10.043791,Male
13662,-5.87441,-0.84145314,Male
7195,-9.473671,-2.799659,Female
19100,-5.9063325,7.8794246,Female
14746,-6.695647,-1.8093826,Male
7464,-3.3084583,-8.766286,Female
9230,-2.225151,-4.4006763,Male
24599,1.3936465,-3.3769016,Male
6330,-5.872811,-5.4360123,Female
10,11.303734,2.695831,Male
10839,5.207774,-1.0381331,Male
5868,10.604559,2.7962127,Male
8855,-5.356803,5.852774,Female
17810,8.6515,0.0075006536,Male
25921,0.5895987,2.7036498,Female
11457,7.1683087,-1.6581161,Male
25575,9.476598,-0.5878823,Male
17164,-10.317934,-3.0297375,Male
